"GeneID","Chr","Start","End","Strand","Length"
"ENSSSCG00000017256","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","11225384;11225434;11225443;11226415;11226425;11226425;11226661;11226716;11226716;11228051;11228051;11228051;11229285;11229285;11229285;11229494;11230830;11230830;11231317;11231317;11234860;11234860;11235752;11235752;11240959;11240959;11242458;11242458;11245867;11245867;11247050;11247050;11247831;11247831;11248218;11248218;11250189;11250189;11251047;11251047;11253178;11253178;11257212;11257212;11258622;11258622;11259184;11259184;11261483;11261483;11263188;11263188;11266589;11266589;11267712;11267712;11268109;11268109;11272285;11272285;11273790;11273790;11275379;11275379;11276147;11276147;11276830;11276830;11278009;11278009;11278332;11278332;11278391;11279537;11279537;11279690;11279690;11280834;11280834;11281386;11281386;11282818;11282818;11284497;11284497;11284680;11284680","11225504;11225504;11225638;11226532;11226532;11226532;11226816;11226816;11226816;11228255;11228255;11228255;11229446;11229446;11229490;11229544;11230933;11230933;11231543;11231543;11235001;11235001;11235937;11235937;11241106;11241106;11242626;11242626;11245925;11245925;11247160;11247160;11248006;11248006;11248337;11248337;11250327;11250327;11251137;11251137;11253317;11253317;11257328;11257328;11258802;11258802;11259350;11259350;11261616;11261616;11263325;11263325;11266696;11266696;11267885;11267885;11268222;11268222;11272395;11272395;11273867;11273867;11275470;11275470;11276264;11276264;11276947;11276947;11278100;11278100;11278366;11278336;11278510;11279612;11279612;11279784;11279784;11280953;11280953;11281526;11281526;11282897;11282897;11284552;11284552;11286095;11284916","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",6684
"ENSSSCG00000017257","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","11294698;11294698;11294698;11295547;11295547;11295547;11295723;11295763;11295763;11295763;11303685;11303685;11303685;11303685;11305701;11305861;11305861;11305861;11306032;11307985;11307985;11307985;11307985;11308722;11308722;11308722;11308722;11309404;11309404;11309404;11309404;11312355;11312355;11312355;11312355;11312736;11312736;11312736;11312736;11313802;11313802;11313802;11313802;11315163;11315163;11315163;11315163;11319107;11319107;11319107;11319107;11319976;11319976;11319976;11319976;11321077;11321077;11321077;11321077;11321449;11321449;11321449;11321975;11321975;11321975;11321975;11322624;11322624;11322624;11322624;11324828;11324828;11324828;11324828;11327755;11327755;11327755;11327755;11329901;11329901;11329901;11329901;11331629;11331629;11331629;11331629;11333335;11333335;11333335;11333335;11335644;11335644;11335644;11335644;11340198;11340198;11340198;11340198;11341365;11341365;11341365;11341365;11341739;11341739;11341739;11342010;11342010;11342010;11342010;11344495;11344495;11344495;11344495;11345036;11345036;11345036;11345036;11346326;11346326;11346326;11346326;11347259;11347259;11347259;11347259;11348067;11348067;11348067;11348067;11350266;11350266;11350266;11350266;11351779;11351779;11351779;11351925;11351925;11351925;11353577;11353577;11353577;11353577;11353905;11353905;11353905;11353905;11354965;11354965;11354965;11354965;11358375;11358375;11358375;11358375;11358551;11358551;11358551;11358551","11295062;11295062;11295062;11295664;11295664;11295664;11295834;11295834;11295834;11295834;11303786;11303786;11303786;11303786;11305821;11306068;11306068;11306068;11306068;11308149;11308149;11308149;11308149;11308825;11308825;11308825;11308825;11309630;11309630;11309630;11309630;11312496;11312496;11312496;11312496;11312921;11312921;11312921;11312921;11313949;11313949;11313949;11313949;11315328;11315328;11315328;11315328;11319168;11319168;11319168;11319168;11320086;11320086;11320086;11320086;11321252;11321252;11321252;11321252;11321568;11321568;11321568;11322113;11322113;11322113;11322113;11322714;11322714;11322714;11322714;11324967;11324967;11324967;11324967;11327874;11327874;11327874;11327874;11330099;11330099;11330099;11330099;11331795;11331795;11331795;11331795;11333468;11333468;11333468;11333468;11335781;11335781;11335781;11335781;11340305;11340305;11340305;11340305;11341538;11341538;11341538;11341538;11341852;11341852;11341852;11342129;11342129;11342129;11342129;11344563;11344563;11344563;11344563;11345127;11345127;11345127;11345127;11346446;11346446;11346446;11346446;11347376;11347376;11347376;11347376;11348158;11348158;11348158;11348158;11350426;11350426;11350426;11350426;11351854;11351854;11351854;11352019;11352019;11352019;11353696;11353696;11353696;11353696;11354045;11354045;11354045;11354045;11355044;11355044;11355044;11355044;11358430;11358430;11358430;11358430;11359523;11359523;11359523;11359521","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",6471
"ENSSSCG00000026473","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","11373238;11374028;11374158;11374187;11374222;11374222;11374257;11374259;11374259;11376109;11376109;11376109;11376109;11376109;11376109;11376109;11376109;11376109;11376297;11376297;11376297;11377515;11377515;11377515;11377515;11377515;11377515;11377515;11377515;11380802;11380802;11380802;11380802;11380802;11380802;11380802;11380802;11380802;11388127;11388127;11388127;11388127;11388127;11388127;11388127;11388127;11388127;11389546;11389546;11389546;11389546;11389546;11389546;11389546;11389546;11389546;11391599;11391599;11391599;11391599;11391599;11391599;11391599;11391599;11391599;11392341;11392341;11392341;11392341;11392341;11392341;11392341;11392341;11392341;11393788;11393788;11393788;11393788;11393788;11393788;11393788;11393788;11393788;11400342;11400342;11400342;11400342;11400342;11400342;11400342;11400342;11400342;11402580;11402580;11402580;11402580;11402580;11402580;11402580;11402580;11402580;11403591;11403591;11403591;11403591;11403591;11403591;11403591;11403591;11403591;11404510;11404510;11404510;11404510;11404510;11404510;11404510;11404510;11404510;11405140;11405140;11405140;11405140;11405140;11405140;11405140;11405140;11405140;11405499;11405499;11405499;11405499;11405499;11405499;11405499;11405499;11406491;11406491;11406491;11406491;11406491;11406491;11406491;11406491;11410335;11410335;11410335;11410335;11410335;11410335;11410335;11410335;11410342;11414381;11414381;11414381;11414381;11414381;11414381;11414381;11414381;11414381;11416490;11416490;11416490;11416490;11416490;11416490;11416490;11416490;11416490;11418011;11418011;11418011;11418011;11418011;11418011;11418011;11418011;11418011;11422093;11422093;11422093;11422093;11422093;11422093;11422093;11422093;11422093;11422771;11422771;11422771;11422771;11422771;11422771;11422771;11422771;11422771;11425757;11425757;11425757;11425757;11425757;11425757;11425757;11425757;11425757;11431049;11431049;11431049;11431049;11431049;11431049;11431049;11431049;11431049;11431441;11431441;11431441;11431441;11431441;11431441;11431441;11431441;11433633;11433633;11433633;11433633;11433633;11433633;11433633;11435204;11435204;11435204;11435204;11435204;11435204;11435204;11435204;11436200;11436200;11436200;11436200;11436200;11436200;11436200;11436200;11436200;11437720;11437720;11437720;11437720;11437720;11437720;11437720;11437720;11437720;11438763;11438763;11438763;11438763;11438763;11438763;11438763;11438763;11438763;11439841;11439841;11439841;11439841;11439841;11439841;11439841;11439841;11439841;11441712;11441712;11441712;11441712;11441712;11441712;11441712;11441712;11441712;11442317;11442317;11442317;11442317;11442317;11442317;11442317;11442317;11442463;11442463;11442463;11442463;11442463;11442463;11442463;11442463;11442463;11443254;11443254;11443254;11443254;11443254;11443254;11443254;11443254;11443426;11443536;11443536;11443536;11443536;11443536;11443536;11443536;11443536;11445043;11445043;11445043;11445043;11445043;11445043;11445043;11445043;11446735;11446735;11446735;11446735;11446735;11446735;11446735;11446735;11446922;11446922;11446922;11446922;11446922;11446922;11446922;11446922","11374394;11374394;11374394;11374394;11374394;11374394;11374394;11374394;11374394;11376210;11376210;11376210;11376210;11376210;11376210;11376210;11376210;11376210;11376545;11376545;11376545;11377719;11377719;11377719;11377719;11377719;11377719;11377719;11377719;11380966;11380966;11380966;11380966;11380966;11380966;11380966;11380966;11380966;11388230;11388230;11388230;11388230;11388230;11388230;11388230;11388230;11388230;11389772;11389772;11389772;11389772;11389772;11389772;11389772;11389772;11389772;11391740;11391740;11391740;11391740;11391740;11391740;11391740;11391740;11391740;11392526;11392526;11392526;11392526;11392526;11392526;11392526;11392526;11392526;11393935;11393935;11393935;11393935;11393935;11393935;11393935;11393935;11393935;11400510;11400510;11400510;11400510;11400510;11400510;11400510;11400510;11400510;11402638;11402638;11402638;11402638;11402638;11402638;11402638;11402638;11402638;11403701;11403701;11403701;11403701;11403701;11403701;11403701;11403701;11403701;11404685;11404685;11404685;11404685;11404685;11404685;11404685;11404685;11404685;11405259;11405259;11405259;11405259;11405259;11405259;11405259;11405259;11405259;11405637;11405637;11405637;11405637;11405637;11405637;11405637;11405637;11406581;11406581;11406581;11406581;11406581;11406581;11406581;11406581;11410474;11410474;11410474;11410474;11410474;11410474;11410474;11410474;11410474;11414500;11414500;11414500;11414500;11414500;11414500;11414500;11414500;11414500;11416688;11416688;11416688;11416688;11416688;11416688;11416688;11416688;11416688;11418177;11418177;11418177;11418177;11418177;11418177;11418177;11418177;11418177;11422226;11422226;11422226;11422226;11422226;11422226;11422226;11422226;11422226;11422908;11422908;11422908;11422908;11422908;11422908;11422908;11422908;11422908;11425864;11425864;11425864;11425864;11425864;11425864;11425864;11425864;11425864;11431237;11431237;11431237;11431237;11431237;11431237;11431237;11431237;11431237;11431554;11431554;11431554;11431554;11431554;11431554;11431554;11431554;11433752;11433752;11433752;11433752;11433752;11433752;11433752;11435269;11435269;11435269;11435269;11435269;11435269;11435269;11435269;11436291;11436291;11436291;11436291;11436291;11436291;11436291;11436291;11436291;11437840;11437840;11437840;11437840;11437840;11437840;11437840;11437840;11437840;11438880;11438880;11438880;11438880;11438880;11438880;11438880;11438880;11438880;11439932;11439932;11439932;11439932;11439932;11439932;11439932;11439932;11439932;11441872;11441872;11441872;11441872;11441872;11441872;11441872;11441872;11441872;11442392;11442392;11442392;11442392;11442392;11442392;11442392;11442392;11442557;11442557;11442557;11442557;11442557;11442557;11442557;11442557;11442557;11443373;11443373;11443373;11443373;11443373;11443344;11443373;11443373;11443448;11443676;11443676;11443676;11443676;11443676;11443676;11443676;11443676;11445122;11445122;11445122;11445122;11445122;11445122;11445122;11445122;11446790;11446790;11446790;11446790;11446790;11446790;11446790;11446790;11447286;11447288;11447295;11447295;11447294;11447295;11447295;11447286","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",6594
"ENSSSCG00000030211","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","19755738;19755739;19757509;19760214;19760214;19761721;19761721;19762450;19762450;19762450;19763287;19763287;19763287;19765318;19765600;19765600;19765600;19766016;19766016;19766016;19766530;19766530;19766530;19767102;19767102;19767102;19768138;19768138;19768138;19768519;19768519;19768519;19770139;19770139;19770139;19770759;19770759;19770759;19771716;19771716;19771716;19772679;19772679;19772679;19773697;19779602;19779602;19779602;19780395;19780395;19780395;19781641;19781641;19784879;19784879;19784879;19786666;19786666;19788086;19788781","19757522;19757522;19757522;19760322;19760322;19761778;19761778;19762544;19762544;19762544;19763707;19763707;19763707;19765395;19765764;19765764;19765764;19766126;19766126;19766126;19766605;19766605;19766605;19767251;19767251;19767251;19768428;19768428;19768428;19768678;19768678;19768678;19770348;19770348;19770348;19770926;19770926;19770926;19771930;19771930;19771930;19772756;19772756;19772756;19773891;19779624;19779624;19779624;19780413;19780413;19780413;19781703;19781703;19784998;19784998;19784980;19786679;19786729;19788170;19788960","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",4919
"ENSSSCG00000022101","12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12","19786020;19787830;19789172;19790339;19790339;19790345;19790345;19790351;19798736;19798736;19798736;19801400;19803980;19803980;19803980;19803981;19803981;19805279;19805279;19805279;19805279;19805279;19806315;19806315;19806315;19806315;19806315;19808363;19808363;19808363;19808366;19808366;19809793;19809793;19809793;19809793;19809793;19811656;19811656;19811656;19811656;19811656;19812539;19812539;19812539;19812539;19812539;19815260;19816367;19816367;19816367;19816367;19816367;19820526;19820526;19820526;19820526;19820526;19829047;19829050;19829050;19829050;19829050;19831457;19831457;19831457;19831457;19831457;19833763;19833763;19833763;19833763;19833763;19837859;19837859;19837859;19837859;19837859;19841223;19841223;19841223;19841223;19841223;19841797;19841797;19841797;19841797;19841797;19844621;19844621;19844621;19844621;19844621;19849018;19849018;19849018;19849018;19849018;19849763;19850642;19850642;19850642;19850642;19850642;19851088;19851088;19851088;19851088;19851088;19851088;19852268;19852268;19852268;19852268;19852268;19852268;19853659","19786191;19789269;19789269;19790424;19790424;19790422;19790422;19790424;19798789;19798789;19798789;19801526;19804057;19804057;19804057;19804057;19804057;19805367;19805367;19805367;19805367;19805367;19806457;19806457;19806457;19806457;19806457;19808468;19808468;19808468;19808468;19808468;19809838;19809838;19809838;19809838;19809838;19811717;19811717;19811717;19811717;19811717;19812655;19812655;19812655;19815970;19815970;19815970;19816455;19816455;19816455;19816455;19816455;19820697;19820697;19820697;19820697;19820697;19829173;19829173;19829173;19829173;19829173;19831647;19831647;19831647;19831647;19831647;19834073;19834073;19834073;19834073;19834073;19837946;19837946;19837946;19837946;19837946;19841300;19841300;19841300;19841300;19841300;19841837;19841837;19841837;19841837;19841837;19844704;19844704;19844704;19844704;19844704;19849072;19849072;19849072;19849072;19849072;19849790;19850715;19850715;19850715;19850715;19850715;19851148;19851148;19851148;19851148;19851148;19851148;19853502;19854668;19853502;19852589;19854511;19853604;19854509","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",9635
"ENSSSCG00000053889","12;12","19823656;19834775","19825638;19835881","-;-",3090
"ENSSSCG00000029460","12;12;12;12;12","19866603;19867645;19868488;19869410;19869956","19867425;19867779;19868597;19869497;19870211","-;-;-;-;-",1412
"ENSSSCG00000024059","12;12;12;12;12;12;12","19870312;19870980;19875056;19875661;19875933;19877311;19877727","19870910;19872104;19875263;19875831;19876022;19877552;19879230","+;+;+;+;+;+;+",3939
"ENSSSCG00000029763","12;12;12;12;12;12;12","19879387;19879962;19880164;19880453;19880630;19881843;19890175","19879743;19880068;19880350;19880559;19880777;19881950;19890314","-;-;-;-;-;-;-",1154
"ENSSSCG00000025507","12;12;12;12;12","19892217;19892415;19893411;19894120;19894442","19892300;19892525;19893580;19894202;19894504","-;-;-;-;-",511
