"ortholog_name","input","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_human_orthologs","n_mouse_inputs"
"SRGAP1","Srgap1",148,"ENSMUSG00000020121","148.1.1","ENSG00000196935","SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]",1,1
"SRGAP3","Srgap3",1094,"ENSMUSG00000030257","1094.1.1","ENSG00000196220","SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744]",1,1
"SRPX2","Srpx2",1141,"ENSMUSG00000031253","1141.1.1","ENSG00000102359","sushi repeat containing protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]",1,1
"SSC5D","Ssc5d",1304,"ENSMUSG00000035279","1304.1.1","ENSG00000179954","scavenger receptor cysteine rich family member with 5 domains [Source:HGNC Symbol;Acc:HGNC:26641]",1,1
"SSH3","Ssh3",976,"ENSMUSG00000034616","976.1.1","ENSG00000172830","slingshot protein phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:30581]",1,1
"ST3GAL6","St3gal6",1192,"ENSMUSG00000022747","1192.1.1","ENSG00000064225","ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18080]",1,1
"ST8SIA5","St8sia5",370,"ENSMUSG00000025425","370.1.1","ENSG00000101638","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:17827]",1,1
"STAB1","Stab1",4,"ENSMUSG00000042286","4.1.1","ENSG00000010327","stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]",1,1
"STAB2","Stab2",1348,"ENSMUSG00000035459","1348.1.1","ENSG00000136011","stabilin 2 [Source:HGNC Symbol;Acc:HGNC:18629]",1,1
"STAC2","Stac2",1169,"ENSMUSG00000017400","1169.1.1","ENSG00000141750","SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]",1,1
"STAG3","Stag3",1264,"ENSMUSG00000036928","1264.1.1","ENSG00000066923","STAG3 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:11356]",1,1
"STEAP1","Steap1",485,"ENSMUSG00000015652","485.1.2","ENSG00000164647","STEAP family member 1 [Source:HGNC Symbol;Acc:HGNC:11378]",2,1
"STEAP1B","Steap1",485,"ENSMUSG00000015652","485.1.1","ENSG00000105889","STEAP family member 1B [Source:HGNC Symbol;Acc:HGNC:41907]",2,1
"STEAP2","Steap2",87,"ENSMUSG00000015653","87.1.1","ENSG00000157214","STEAP2 metalloreductase [Source:HGNC Symbol;Acc:HGNC:17885]",1,1
"STIL","Stil",1393,"ENSMUSG00000028718","1393.1.1","ENSG00000123473","STIL centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:10879]",1,1
"STK32C","Stk32c",582,"ENSMUSG00000015981","582.1.1","ENSG00000165752","serine/threonine kinase 32C [Source:HGNC Symbol;Acc:HGNC:21332]",1,1
"STK36","Stk36",700,"ENSMUSG00000033276","700.1.1","ENSG00000163482","serine/threonine kinase 36 [Source:HGNC Symbol;Acc:HGNC:17209]",1,1
"SUCNR1","Sucnr1",1057,"ENSMUSG00000027762","1057.1.1","ENSG00000198829","succinate receptor 1 [Source:HGNC Symbol;Acc:HGNC:4542]",1,1
"SULF1","Sulf1",1106,"ENSMUSG00000016918","1106.1.1","ENSG00000137573","sulfatase 1 [Source:HGNC Symbol;Acc:HGNC:20391]",1,1
"SULF2","Sulf2",327,"ENSMUSG00000006800","327.1.1","ENSG00000196562","sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]",1,1
"SV2C","Sv2c",953,"ENSMUSG00000051111","953.1.1","ENSG00000122012","synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:HGNC:30670]",1,1
"SVIP","Svip",138,"ENSMUSG00000074093","138.1.1","ENSG00000198168","small VCP interacting protein [Source:HGNC Symbol;Acc:HGNC:25238]",1,1
"SYN1","Syn1",114,"ENSMUSG00000037217","114.1.1","ENSG00000008056","synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]",1,1
"SYNGAP1","Syngap1",162,"ENSMUSG00000067629","162.1.1","ENSG00000197283","synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:11497]",1,1
"SYT17","Syt17",1128,"ENSMUSG00000058420","1128.1.1","ENSG00000103528","synaptotagmin 17 [Source:HGNC Symbol;Acc:HGNC:24119]",1,1
"TACR1","Tacr1",1233,"ENSMUSG00000030043","1233.1.1","ENSG00000115353","tachykinin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11526]",1,1
"TAGAP","Tagap",1194,"ENSMUSG00000033450","1194.1.1","ENSG00000164691","T cell activation RhoGTPase activating protein [Source:HGNC Symbol;Acc:HGNC:15669]",1,1
"TAGLN2","Tagln2",977,"ENSMUSG00000026547","977.1.1","ENSG00000158710","transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]",1,1
"TASL","Tasl",1015,"ENSMUSG00000025058","1015.1.1","ENSG00000120280","TLR adaptor interacting with endolysosomal SLC15A4 [Source:HGNC Symbol;Acc:HGNC:25667]",1,1
"TBC1D2B","Tbc1d2b",301,"ENSMUSG00000037410","301.1.1","ENSG00000167202","TBC1 domain family member 2B [Source:HGNC Symbol;Acc:HGNC:29183]",1,1
"TBX18","Tbx18",749,"ENSMUSG00000032419","749.1.1","ENSG00000112837","T-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11595]",1,1
"TBXAS1","Tbxas1",1118,"ENSMUSG00000029925","1118.1.1","ENSG00000059377","thromboxane A synthase 1 [Source:HGNC Symbol;Acc:HGNC:11609]",1,1
"TCAP","Tcap",127,"ENSMUSG00000007877","127.1.1","ENSG00000173991","titin-cap [Source:HGNC Symbol;Acc:HGNC:11610]",1,1
"TCFL5","Tcfl5",109,"ENSMUSG00000038932","109.1.1","ENSG00000101190","transcription factor like 5 [Source:HGNC Symbol;Acc:HGNC:11646]",1,1
"TDRD9","Tdrd9",272,"ENSMUSG00000054003","272.1.1","ENSG00000156414","tudor domain containing 9 [Source:HGNC Symbol;Acc:HGNC:20122]",1,1
"TDRP","Tdrp",1352,"ENSMUSG00000050052","1352.1.1","ENSG00000180190","testis development related protein [Source:HGNC Symbol;Acc:HGNC:26951]",1,1
"TEAD2","Tead2",53,"ENSMUSG00000030796","53.1.1","ENSG00000074219","TEA domain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11715]",1,1
"TEDC1","Tedc1",304,"ENSMUSG00000037466","304.1.1","ENSG00000185347","tubulin epsilon and delta complex 1 [Source:HGNC Symbol;Acc:HGNC:20127]",1,1
"TEKT1","Tekt1",1232,"ENSMUSG00000020799","1232.1.1","ENSG00000167858","tektin 1 [Source:HGNC Symbol;Acc:HGNC:15534]",1,1
"TEX38","Tex38",949,"ENSMUSG00000044556","949.1.1","ENSG00000186118","testis expressed 38 [Source:HGNC Symbol;Acc:HGNC:29589]",1,1
"TFCP2L1","Tfcp2l1",887,"ENSMUSG00000026380","887.1.1","ENSG00000115112","transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]",1,1
"TFEC","Tfec",380,"ENSMUSG00000029553","380.1.1","ENSG00000105967","transcription factor EC [Source:HGNC Symbol;Acc:HGNC:11754]",1,1
"TFPI2","Tfpi2",77,"ENSMUSG00000029664","77.1.1","ENSG00000105825","tissue factor pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11761]",1,1
"TFRC","Tfrc",312,"ENSMUSG00000022797","312.1.1","ENSG00000072274","transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763]",1,1
"TGFB1","Tgfb1",574,"ENSMUSG00000002603","574.1.1","ENSG00000105329","transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]",1,1
"TGFB1I1","Tgfb1i1",72,"ENSMUSG00000030782","72.1.1","ENSG00000140682","transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]",1,1
"TGFBR2","Tgfbr2",752,"ENSMUSG00000032440","752.1.1","ENSG00000163513","transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]",1,1
"THBS1","Thbs1",179,"ENSMUSG00000040152","179.1.1","ENSG00000137801","thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]",1,1
"THBS2","Thbs2",777,"ENSMUSG00000023885","777.1.1","ENSG00000186340","thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]",1,1
"THBS3","Thbs3",1152,"ENSMUSG00000028047","1152.1.1","ENSG00000169231","thrombospondin 3 [Source:HGNC Symbol;Acc:HGNC:11787]",1,1
"THRSP","Thrsp",1011,"ENSMUSG00000035686","1011.1.1","ENSG00000151365","thyroid hormone responsive [Source:HGNC Symbol;Acc:HGNC:11800]",1,1
"THY1","Thy1",105,"ENSMUSG00000032011","105.1.1","ENSG00000154096","Thy-1 cell surface antigen [Source:HGNC Symbol;Acc:HGNC:11801]",1,1
"TICRR","Ticrr",590,"ENSMUSG00000046591","590.1.1","ENSG00000140534","TOPBP1 interacting checkpoint and replication regulator [Source:HGNC Symbol;Acc:HGNC:28704]",1,1
"TIMP1","Timp1",655,"ENSMUSG00000001131","655.1.1","ENSG00000102265","TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]",1,1
"TIMP2","Timp2",984,"ENSMUSG00000017466","984.1.1","ENSG00000035862","TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]",1,1
"TIMP4","Timp4",73,"ENSMUSG00000030317","73.1.1","ENSG00000157150","TIMP metallopeptidase inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:11823]",1,1
"TLCD4","Tlcd4",632,"ENSMUSG00000028132","632.1.1","ENSG00000152078","TLC domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26477]",1,1
"N/A","Tlr13",1219,"ENSMUSG00000033777","1219.1.1","N/A","N/A",1,75
"TLR2","Tlr2",1346,"ENSMUSG00000027995","1346.1.1","ENSG00000137462","toll like receptor 2 [Source:HGNC Symbol;Acc:HGNC:11848]",1,1
"TLR7","Tlr7",1002,"ENSMUSG00000044583","1002.1.1","ENSG00000196664","toll like receptor 7 [Source:HGNC Symbol;Acc:HGNC:15631]",1,1
"TLR9","Tlr9",990,"ENSMUSG00000045322","990.1.1","ENSG00000239732","toll like receptor 9 [Source:HGNC Symbol;Acc:HGNC:15633]",1,1
"TMC6","Tmc6",144,"ENSMUSG00000025572","144.1.1","ENSG00000141524","transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]",1,1
"TMEM108","Tmem108",201,"ENSMUSG00000042757","201.1.1","ENSG00000144868","transmembrane protein 108 [Source:HGNC Symbol;Acc:HGNC:28451]",1,1
"TMEM116","Tmem116",1210,"ENSMUSG00000029452","1210.1.1","ENSG00000198270","transmembrane protein 116 [Source:HGNC Symbol;Acc:HGNC:25084]",1,1
"TMEM119","Tmem119",956,"ENSMUSG00000054675","956.1.1","ENSG00000183160","transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884]",1,1
"TMEM132E","Tmem132e",150,"ENSMUSG00000020701","150.1.1","ENSG00000181291","transmembrane protein 132E [Source:HGNC Symbol;Acc:HGNC:26991]",1,1
"TMEM150B","Tmem150b",1285,"ENSMUSG00000046456","1285.1.1","ENSG00000180061","transmembrane protein 150B [Source:HGNC Symbol;Acc:HGNC:34415]",1,1
"TMEM151A","Tmem151a",37,"ENSMUSG00000061451","37.1.1","ENSG00000179292","transmembrane protein 151A [Source:HGNC Symbol;Acc:HGNC:28497]",1,1
"TMEM154","Tmem154",790,"ENSMUSG00000056498","790.1.1","ENSG00000170006","transmembrane protein 154 [Source:HGNC Symbol;Acc:HGNC:26489]",1,1
"TMEM169","Tmem169",326,"ENSMUSG00000026188","326.1.1","ENSG00000163449","transmembrane protein 169 [Source:HGNC Symbol;Acc:HGNC:25130]",1,1
"N/A","Tmem196",55,"ENSMUSG00000048004","55.1.1","N/A","N/A",1,75
"TMEM254","Tmem254",414,"ENSMUSG00000072676","414.1.1","ENSG00000133678","transmembrane protein 254 [Source:HGNC Symbol;Acc:HGNC:25804]",1,1
"TMEM30B","Tmem30b",551,"ENSMUSG00000034435","551.1.1","ENSG00000182107","transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254]",1,1
"TMEM40","Tmem40",1306,"ENSMUSG00000059900","1306.1.1","ENSG00000088726","transmembrane protein 40 [Source:HGNC Symbol;Acc:HGNC:25620]",1,1
"TMEM45B","Tmem45b",549,"ENSMUSG00000041737","549.1.1","ENSG00000151715","transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194]",1,1
"TMEM98","Tmem98",554,"ENSMUSG00000035413","554.1.1","ENSG00000006042","transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]",1,1
"TNC","Tnc",918,"ENSMUSG00000028364","918.1.1","ENSG00000041982","tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]",1,1
"TNFAIP6","Tnfaip6",980,"ENSMUSG00000053475","980.1.1","ENSG00000123610","TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]",1,1
"TNFAIP8L3","Tnfaip8l3",731,"ENSMUSG00000074345","731.1.1","ENSG00000183578","TNF alpha induced protein 8 like 3 [Source:HGNC Symbol;Acc:HGNC:20620]",1,1
"TNFRSF1A","Tnfrsf1a",765,"ENSMUSG00000030341","765.1.1","ENSG00000067182","TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916]",1,1
"TNFRSF1B","Tnfrsf1b",1300,"ENSMUSG00000028599","1300.1.1","ENSG00000028137","TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]",1,1
"TNFRSF25","Tnfrsf25",1246,"ENSMUSG00000024793","1246.1.1","ENSG00000215788","TNF receptor superfamily member 25 [Source:HGNC Symbol;Acc:HGNC:11910]",1,1
"TNFSF15","Tnfsf15",286,"ENSMUSG00000050395","286.1.1","ENSG00000181634","TNF superfamily member 15 [Source:HGNC Symbol;Acc:HGNC:11931]",1,1
"TNN","Tnn",222,"ENSMUSG00000026725","222.1.1","ENSG00000120332","tenascin N [Source:HGNC Symbol;Acc:HGNC:22942]",1,1
"TNNC2","Tnnc2",962,"ENSMUSG00000017300","962.1.1","ENSG00000101470","troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]",1,1
"TNNI2","Tnni2",835,"ENSMUSG00000031097","835.1.1","ENSG00000130598","troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]",1,1
"TNNT3","Tnnt3",845,"ENSMUSG00000061723","845.1.1","ENSG00000130595","troponin T3, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11950]",1,1
"TNR","Tnr",99,"ENSMUSG00000015829","99.1.1","ENSG00000116147","tenascin R [Source:HGNC Symbol;Acc:HGNC:11953]",1,1
"TOP2A","Top2a",308,"ENSMUSG00000020914","308.1.1","ENSG00000131747","DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]",1,1
"TPBG","Tpbg",566,"ENSMUSG00000035274","566.1.1","ENSG00000146242","trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]",1,1
"TPCN2","Tpcn2",852,"ENSMUSG00000048677","852.1.1","ENSG00000162341","two pore segment channel 2 [Source:HGNC Symbol;Acc:HGNC:20820]",1,1
"TPD52L1","Tpd52l1",1226,"ENSMUSG00000000296","1226.1.1","ENSG00000111907","TPD52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]",1,1
"TPH1","Tph1",753,"ENSMUSG00000040046","753.1.1","ENSG00000129167","tryptophan hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:12008]",1,1
"TPM4","Tpm4",708,"ENSMUSG00000031799","708.1.1","ENSG00000167460","tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]",1,1
"TRAF1","Traf1",850,"ENSMUSG00000026875","850.1.1","ENSG00000056558","TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031]",1,1
"TRAIP","Traip",1208,"ENSMUSG00000032586","1208.1.1","ENSG00000183763","TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764]",1,1
"TRAM1L1","Tram1l1",973,"ENSMUSG00000044528","973.1.1","ENSG00000174599","translocation associated membrane protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28371]",1,1
"TRDN","Trdn",1055,"ENSMUSG00000019787","1055.1.1","ENSG00000186439","triadin [Source:HGNC Symbol;Acc:HGNC:12261]",1,1
"TREM2","Trem2",674,"ENSMUSG00000023992","674.1.1","ENSG00000095970","triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]",1,1
"TF","Trf",1213,"ENSMUSG00000032554","1213.1.1","ENSG00000091513","transferrin [Source:HGNC Symbol;Acc:HGNC:11740]",1,1
"TRIM46","Trim46",1215,"ENSMUSG00000042766","1215.1.1","ENSG00000163462","tripartite motif containing 46 [Source:HGNC Symbol;Acc:HGNC:19019]",1,1
"TRIM54","Trim54",116,"ENSMUSG00000062077","116.1.1","ENSG00000138100","tripartite motif containing 54 [Source:HGNC Symbol;Acc:HGNC:16008]",1,1
"TRIM55","Trim55",412,"ENSMUSG00000060913","412.1.1","ENSG00000147573","tripartite motif containing 55 [Source:HGNC Symbol;Acc:HGNC:14215]",1,1
"TRIM59","Trim59",1310,"ENSMUSG00000034317","1310.1.1","ENSG00000213186","tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]",1,1
"TRIM63","Trim63",1324,"ENSMUSG00000028834","1324.1.1","ENSG00000158022","tripartite motif containing 63 [Source:HGNC Symbol;Acc:HGNC:16007]",1,1
"TRNP1","Trnp1",1365,"ENSMUSG00000056596","1365.1.1","ENSG00000253368","TMF1 regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]",1,1
"TROAP","Troap",342,"ENSMUSG00000032783","342.1.1","ENSG00000135451","trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327]",1,1
"TRPC6","Trpc6",197,"ENSMUSG00000031997","197.1.1","ENSG00000137672","transient receptor potential cation channel subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:12338]",1,1
"TRPM2","Trpm2",1022,"ENSMUSG00000009292","1022.1.1","ENSG00000142185","transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339]",1,1
"TRPM6","Trpm6",1328,"ENSMUSG00000024727","1328.1.1","ENSG00000119121","transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995]",1,1
"TRPS1","Trps1",983,"ENSMUSG00000038679","983.1.1","ENSG00000104447","transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]",1,1
"TSHZ3","Tshz3",725,"ENSMUSG00000021217","725.1.1","ENSG00000121297","teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700]",1,1
"TSKU","Tsku",151,"ENSMUSG00000049580","151.1.1","ENSG00000182704","tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]",1,1
"TSPAN11","Tspan11",306,"ENSMUSG00000030351","306.1.1","ENSG00000110900","tetraspanin 11 [Source:HGNC Symbol;Acc:HGNC:30795]",1,1
"TSPAN6","Tspan6",83,"ENSMUSG00000067377","83.1.1","ENSG00000000003","tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]",1,1
"TSPAN8","Tspan8",1132,"ENSMUSG00000034127","1132.1.1","ENSG00000127324","tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]",1,1
"N/A","Tspyl3",1034,"ENSMUSG00000074671","1034.1.1","ENSG00000293164","novel protein",1,75
"TSPYL5","Tspyl5",635,"ENSMUSG00000038984","635.1.1","ENSG00000180543","TSPY like 5 [Source:HGNC Symbol;Acc:HGNC:29367]",1,1
"TSSK4","Tssk4",134,"ENSMUSG00000007591","134.1.1","ENSG00000139908","testis specific serine kinase 4 [Source:HGNC Symbol;Acc:HGNC:19825]",1,1
"TST","Tst",736,"ENSMUSG00000044986","736.1.1","ENSG00000128311","thiosulfate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:12388]",1,1
"TTK","Ttk",351,"ENSMUSG00000038379","351.1.1","ENSG00000112742","TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401]",1,1
"TTLL7","Ttll7",1228,"ENSMUSG00000036745","1228.1.1","ENSG00000137941","tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]",1,1
"TTN","Ttn",214,"ENSMUSG00000051747","214.1.1","ENSG00000155657","titin [Source:HGNC Symbol;Acc:HGNC:12403]",1,1
"TTYH3","Ttyh3",161,"ENSMUSG00000036565","161.1.1","ENSG00000136295","tweety family member 3 [Source:HGNC Symbol;Acc:HGNC:22222]",1,1
"TUBA1C","Tuba1c",525,"ENSMUSG00000043091","525.1.1","ENSG00000167553","tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]",1,1
"TUBA4A","Tuba4a",1384,"ENSMUSG00000026202","1384.1.1","ENSG00000127824","tubulin alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407]",1,1
"TUBA8","Tuba8",817,"ENSMUSG00000030137","817.1.1","ENSG00000183785","tubulin alpha 8 [Source:HGNC Symbol;Acc:HGNC:12410]",1,1
"TUBB2A","Tubb2a",1403,"ENSMUSG00000058672","1403.1.1","ENSG00000137267","tubulin beta 2A class IIa [Source:HGNC Symbol;Acc:HGNC:12412]",1,1
"TUBB2B","Tubb2b",1052,"ENSMUSG00000045136","1052.1.1","ENSG00000137285","tubulin beta 2B class IIb [Source:HGNC Symbol;Acc:HGNC:30829]",1,1
"TUBB3","Tubb3",967,"ENSMUSG00000062380","967.1.1","ENSG00000258947","tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]",1,1
"TUFT1","Tuft1",1066,"ENSMUSG00000005968","1066.1.1","ENSG00000143367","tuftelin 1 [Source:HGNC Symbol;Acc:HGNC:12422]",1,1
"TUSC3","Tusc3",1188,"ENSMUSG00000118664","1188.1.1","ENSG00000104723","tumor suppressor candidate 3 [Source:HGNC Symbol;Acc:HGNC:30242]",1,1
"TVP23A","Tvp23a",15,"ENSMUSG00000050908","15.1.1","ENSG00000166676","trans-golgi network vesicle protein 23 homolog A [Source:HGNC Symbol;Acc:HGNC:20398]",1,1
"TXLNB","Txlnb",1009,"ENSMUSG00000039891","1009.1.1","ENSG00000164440","taxilin beta [Source:HGNC Symbol;Acc:HGNC:21617]",1,1
"TXNDC5","Txndc5",200,"ENSMUSG00000038991","200.1.1","ENSG00000239264","thioredoxin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21073]",1,1
"TYRO3","Tyro3",773,"ENSMUSG00000027298","773.1.1","ENSG00000092445","TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12446]",1,1
"UAP1L1","Uap1l1",711,"ENSMUSG00000026956","711.1.1","ENSG00000197355","UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28082]",1,1
"UBD","Ubd",1072,"ENSMUSG00000035186","1072.1.1","ENSG00000213886","ubiquitin D [Source:HGNC Symbol;Acc:HGNC:18795]",1,1
"UBE2QL1","Ube2ql1",26,"ENSMUSG00000052981","26.1.1","ENSG00000215218","ubiquitin conjugating enzyme E2 QL1 [Source:HGNC Symbol;Acc:HGNC:37269]",1,1
"UGCG","Ugcg",323,"ENSMUSG00000028381","323.1.1","ENSG00000148154","UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]",1,1
"ULK4","Ulk4",180,"ENSMUSG00000040936","180.1.1","ENSG00000168038","unc-51 like kinase 4 [Source:HGNC Symbol;Acc:HGNC:15784]",1,1
"UQCR10","Uqcr10",119,"ENSMUSG00000059534","119.1.1","ENSG00000184076","ubiquinol-cytochrome c reductase, complex III subunit X [Source:HGNC Symbol;Acc:HGNC:30863]",1,1
"USH1C","Ush1c",225,"ENSMUSG00000030838","225.1.1","ENSG00000006611","USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]",1,1
"USP13","Usp13",826,"ENSMUSG00000056900","826.1.1","ENSG00000058056","ubiquitin specific peptidase 13 [Source:HGNC Symbol;Acc:HGNC:12611]",1,1
"N/A","Uts2r",191,"ENSMUSG00000039321","191.1.1","N/A","N/A",1,75
"VANGL2","Vangl2",657,"ENSMUSG00000026556","657.1.1","ENSG00000162738","VANGL planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:15511]",1,1
"VASH1","Vash1",420,"ENSMUSG00000021256","420.1.1","ENSG00000071246","vasohibin 1 [Source:HGNC Symbol;Acc:HGNC:19964]",1,1
"VASN","Vasn",905,"ENSMUSG00000039646","905.1.1","ENSG00000168140","vasorin [Source:HGNC Symbol;Acc:HGNC:18517]",1,1
"VAT1","Vat1",1048,"ENSMUSG00000034993","1048.1.1","ENSG00000108828","vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919]",1,1
"VAV1","Vav1",259,"ENSMUSG00000034116","259.1.1","ENSG00000141968","vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657]",1,1
"VAX2","Vax2",597,"ENSMUSG00000034777","597.1.1","ENSG00000116035","ventral anterior homeobox 2 [Source:HGNC Symbol;Acc:HGNC:12661]",1,1
"VCAM1","Vcam1",1296,"ENSMUSG00000027962","1296.1.1","ENSG00000162692","vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]",1,1
"VCAN","Vcan",173,"ENSMUSG00000021614","173.1.1","ENSG00000038427","versican [Source:HGNC Symbol;Acc:HGNC:2464]",1,1
"VDR","Vdr",1363,"ENSMUSG00000022479","1363.1.1","ENSG00000111424","vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]",1,1
"VIM","Vim",627,"ENSMUSG00000026728","627.1.1","ENSG00000026025","vimentin [Source:HGNC Symbol;Acc:HGNC:12692]",1,1
"N/A","Vnn3",993,"ENSMUSG00000020010","993.1.1","N/A","N/A",1,75
"VPS37D","Vps37d",1405,"ENSMUSG00000043614","1405.1.1","ENSG00000176428","VPS37D subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18287]",1,1
