"input_number","input","input_ensg","ensg_number","ortholog_name","ortholog_ensg","description"
1250,"Pcdhb17","ENSMUSG00000046387","1250.1.1","PCDHB16","ENSG00000272674","protocadherin beta 16 [Source:HGNC Symbol;Acc:HGNC:14546]"
1251,"Espl1","ENSMUSG00000058290","1251.1.1","ESPL1","ENSG00000135476","extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]"
1252,"Matn4","ENSMUSG00000016995","1252.1.1","MATN4","ENSG00000124159","matrilin 4 [Source:HGNC Symbol;Acc:HGNC:6910]"
1253,"Cdk15","ENSMUSG00000026023","1253.1.1","CDK15","ENSG00000138395","cyclin dependent kinase 15 [Source:HGNC Symbol;Acc:HGNC:14434]"
1254,"Mrln","ENSMUSG00000019933","1254.1.1","N/A","N/A","N/A"
1255,"Nlgn2","ENSMUSG00000051790","1255.1.1","NLGN2","ENSG00000169992","neuroligin 2 [Source:HGNC Symbol;Acc:HGNC:14290]"
1256,"Gpr88","ENSMUSG00000068696","1256.1.1","GPR88","ENSG00000181656","G protein-coupled receptor 88 [Source:HGNC Symbol;Acc:HGNC:4539]"
1257,"Agpat2","ENSMUSG00000026922","1257.1.1","AGPAT2","ENSG00000169692","1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325]"
1258,"Spsb4","ENSMUSG00000046997","1258.1.1","SPSB4","ENSG00000175093","splA/ryanodine receptor domain and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:30630]"
1259,"Lrp8","ENSMUSG00000028613","1259.1.1","LRP8","ENSG00000157193","LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]"
1260,"Flna","ENSMUSG00000031328","1260.1.1","FLNA","ENSG00000196924","filamin A [Source:HGNC Symbol;Acc:HGNC:3754]"
1261,"Rassf6","ENSMUSG00000029370","1261.1.1","RASSF6","ENSG00000169435","Ras association domain family member 6 [Source:HGNC Symbol;Acc:HGNC:20796]"
1262,"Cacng6","ENSMUSG00000078815","1262.1.1","CACNG6","ENSG00000130433","calcium voltage-gated channel auxiliary subunit gamma 6 [Source:HGNC Symbol;Acc:HGNC:13625]"
1263,"Cd84","ENSMUSG00000038147","1263.1.1","CD84","ENSG00000066294","CD84 molecule [Source:HGNC Symbol;Acc:HGNC:1704]"
1264,"Stag3","ENSMUSG00000036928","1264.1.1","STAG3","ENSG00000066923","STAG3 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:11356]"
1265,"Padi2","ENSMUSG00000028927","1265.1.1","PADI2","ENSG00000117115","peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]"
1266,"Aspg","ENSMUSG00000037686","1266.1.1","ASPG","ENSG00000166183","asparaginase [Source:HGNC Symbol;Acc:HGNC:20123]"
1267,"Prr29","ENSMUSG00000009210","1267.1.1","PRR29","ENSG00000224383","proline rich 29 [Source:HGNC Symbol;Acc:HGNC:25673]"
1268,"Pfkfb3","ENSMUSG00000026773","1268.1.1","PFKFB3","ENSG00000170525","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]"
1269,"Chst5","ENSMUSG00000031952","1269.1.1","N/A","N/A","N/A"
1270,"Msi1","ENSMUSG00000054256","1270.1.1","MSI1","ENSG00000135097","musashi RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7330]"
1271,"Lhx2","ENSMUSG00000000247","1271.1.1","LHX2","ENSG00000106689","LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594]"
1272,"Nfatc4","ENSMUSG00000023411","1272.1.1","NFATC4","ENSG00000100968","nuclear factor of activated T cells 4 [Source:HGNC Symbol;Acc:HGNC:7778]"
1273,"Psd2","ENSMUSG00000024347","1273.1.1","PSD2","ENSG00000146005","pleckstrin and Sec7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19092]"
1274,"Atp1a3","ENSMUSG00000040907","1274.1.1","ATP1A3","ENSG00000105409","ATPase Na+/K+ transporting subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:801]"
1275,"P2ry10b","ENSMUSG00000054293","1275.1.1","N/A","N/A","N/A"
1276,"Col18a1","ENSMUSG00000001435","1276.1.1","COL18A1","ENSG00000182871","collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]"
1277,"Sbno2","ENSMUSG00000035673","1277.1.1","SBNO2","ENSG00000064932","strawberry notch homolog 2 [Source:HGNC Symbol;Acc:HGNC:29158]"
1278,"Mmp3","ENSMUSG00000043613","1278.1.1","MMP3","ENSG00000149968","matrix metallopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:7173]"
1279,"2310002L09Rik","ENSMUSG00000028396","1279.1.1","N/A","N/A","N/A"
1280,"Cyp4f39","ENSMUSG00000061126","1280.1.1","CYP4F22","ENSG00000171954","cytochrome P450 family 4 subfamily F member 22 [Source:HGNC Symbol;Acc:HGNC:26820]"
1281,"Nectin1","ENSMUSG00000032012","1281.1.1","NECTIN1","ENSG00000110400","nectin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:9706]"
1282,"1700113H08Rik","ENSMUSG00000047129","1282.1.1","C12orf42","ENSG00000179088","chromosome 12 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:24729]"
1283,"Slc2a4","ENSMUSG00000018566","1283.1.1","SLC2A4","ENSG00000181856","solute carrier family 2 member 4 [Source:HGNC Symbol;Acc:HGNC:11009]"
1284,"Cpt1c","ENSMUSG00000007783","1284.1.1","CPT1C","ENSG00000169169","carnitine palmitoyltransferase 1C [Source:HGNC Symbol;Acc:HGNC:18540]"
1285,"Tmem150b","ENSMUSG00000046456","1285.1.1","TMEM150B","ENSG00000180061","transmembrane protein 150B [Source:HGNC Symbol;Acc:HGNC:34415]"
1286,"Ctsh","ENSMUSG00000032359","1286.1.1","CTSH","ENSG00000103811","cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]"
1287,"Cercam","ENSMUSG00000039787","1287.1.1","CERCAM","ENSG00000167123","cerebral endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:23723]"
1288,"Fmo4","ENSMUSG00000026692","1288.1.1","FMO4","ENSG00000076258","flavin containing dimethylaniline monoxygenase 4 [Source:HGNC Symbol;Acc:HGNC:3772]"
1289,"Nectin3","ENSMUSG00000022656","1289.1.1","NECTIN3","ENSG00000177707","nectin cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17664]"
1290,"Lrrc32","ENSMUSG00000090958","1290.1.1","LRRC32","ENSG00000137507","leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:HGNC:4161]"
1291,"Fndc3b","ENSMUSG00000039286","1291.1.1","FNDC3B","ENSG00000075420","fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]"
1292,"Elapor2","ENSMUSG00000056004","1292.1.1","ELAPOR2","ENSG00000164659","endosome-lysosome associated apoptosis and autophagy regulator family member 2 [Source:HGNC Symbol;Acc:HGNC:21945]"
1293,"5730507C01Rik","ENSMUSG00000073197","1293.1.1","N/A","N/A","N/A"
1294,"Dsel","ENSMUSG00000038702","1294.1.1","DSEL","ENSG00000171451","dermatan sulfate epimerase like [Source:HGNC Symbol;Acc:HGNC:18144]"
1295,"Ripor3","ENSMUSG00000074577","1295.1.1","RIPOR3","ENSG00000042062","RIPOR family member 3 [Source:HGNC Symbol;Acc:HGNC:16168]"
1296,"Vcam1","ENSMUSG00000027962","1296.1.1","VCAM1","ENSG00000162692","vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]"
1297,"Plpp2","ENSMUSG00000052151","1297.1.1","PLPP2","ENSG00000141934","phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230]"
1298,"Art3","ENSMUSG00000034842","1298.1.1","ART3","ENSG00000156219","ADP-ribosyltransferase 3 (inactive) [Source:HGNC Symbol;Acc:HGNC:725]"
1299,"Sned1","ENSMUSG00000047793","1299.1.1","SNED1","ENSG00000162804","sushi, nidogen and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:24696]"
1300,"Tnfrsf1b","ENSMUSG00000028599","1300.1.1","TNFRSF1B","ENSG00000028137","TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]"
1301,"Dpep2","ENSMUSG00000053687","1301.1.1","DPEP2","ENSG00000167261","dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:23028]"
1301,"Dpep2","ENSMUSG00000115067","1301.2.1","DPEP2","ENSG00000167261","dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:23028]"
1302,"Gna15","ENSMUSG00000034792","1302.1.1","GNA15","ENSG00000060558","G protein subunit alpha 15 [Source:HGNC Symbol;Acc:HGNC:4383]"
1303,"Megf6","ENSMUSG00000057751","1303.1.1","MEGF6","ENSG00000162591","multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]"
1304,"Ssc5d","ENSMUSG00000035279","1304.1.1","SSC5D","ENSG00000179954","scavenger receptor cysteine rich family member with 5 domains [Source:HGNC Symbol;Acc:HGNC:26641]"
1305,"Eya1","ENSMUSG00000025932","1305.1.1","EYA1","ENSG00000104313","EYA transcriptional coactivator and phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3519]"
1306,"Tmem40","ENSMUSG00000059900","1306.1.1","TMEM40","ENSG00000088726","transmembrane protein 40 [Source:HGNC Symbol;Acc:HGNC:25620]"
1307,"Myadm","ENSMUSG00000068566","1307.1.1","MYADM","ENSG00000179820","myeloid associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544]"
1308,"Cyp46a1","ENSMUSG00000021259","1308.1.1","CYP46A1","ENSG00000036530","cytochrome P450 family 46 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2641]"
1309,"Nat8","ENSMUSG00000030004","1309.1.1","NAT8","ENSG00000144035","N-acetyltransferase 8 (putative) [Source:HGNC Symbol;Acc:HGNC:18069]"
1309,"Nat8","ENSMUSG00000030004","1309.1.2","NAT8B","ENSG00000204872","N-acetyltransferase 8B (putative, gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:30235]"
1310,"Trim59","ENSMUSG00000034317","1310.1.1","TRIM59","ENSG00000213186","tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]"
1311,"Psd4","ENSMUSG00000026979","1311.1.1","PSD4","ENSG00000125637","pleckstrin and Sec7 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19096]"
1312,"Slc38a4","ENSMUSG00000022464","1312.1.1","SLC38A4","ENSG00000139209","solute carrier family 38 member 4 [Source:HGNC Symbol;Acc:HGNC:14679]"
1313,"Retn","ENSMUSG00000012705","1313.1.1","RETN","ENSG00000104918","resistin [Source:HGNC Symbol;Acc:HGNC:20389]"
1314,"Adamts18","ENSMUSG00000053399","1314.1.1","ADAMTS18","ENSG00000140873","ADAM metallopeptidase with thrombospondin type 1 motif 18 [Source:HGNC Symbol;Acc:HGNC:17110]"
1315,"Plxnb2","ENSMUSG00000036606","1315.1.1","PLXNB2","ENSG00000196576","plexin B2 [Source:HGNC Symbol;Acc:HGNC:9104]"
1316,"Snai2","ENSMUSG00000022676","1316.1.1","SNAI2","ENSG00000019549","snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]"
1317,"Gpc2","ENSMUSG00000029510","1317.1.1","GPC2","ENSG00000213420","glypican 2 [Source:HGNC Symbol;Acc:HGNC:4450]"
1318,"Kcns3","ENSMUSG00000043673","1318.1.1","KCNS3","ENSG00000170745","potassium voltage-gated channel modifier subfamily S member 3 [Source:HGNC Symbol;Acc:HGNC:6302]"
1319,"Rasl10b","ENSMUSG00000020684","1319.1.1","RASL10B","ENSG00000270885","RAS like family 10 member B [Source:HGNC Symbol;Acc:HGNC:30295]"
1320,"Mfap2","ENSMUSG00000060572","1320.1.1","MFAP2","ENSG00000117122","microfibril associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033]"
1321,"Ccser1","ENSMUSG00000039578","1321.1.1","CCSER1","ENSG00000184305","coiled-coil serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:29349]"
1322,"Slc7a7","ENSMUSG00000000958","1322.1.1","SLC7A7","ENSG00000155465","solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]"
1323,"Lrrc17","ENSMUSG00000039883","1323.1.1","LRRC17","ENSG00000128606","leucine rich repeat containing 17 [Source:HGNC Symbol;Acc:HGNC:16895]"
1324,"Trim63","ENSMUSG00000028834","1324.1.1","TRIM63","ENSG00000158022","tripartite motif containing 63 [Source:HGNC Symbol;Acc:HGNC:16007]"
1325,"Knstrn","ENSMUSG00000027331","1325.1.1","KNSTRN","ENSG00000128944","kinetochore localized astrin (SPAG5) binding protein [Source:HGNC Symbol;Acc:HGNC:30767]"
1326,"Arl11","ENSMUSG00000043157","1326.1.1","ARL11","ENSG00000152213","ADP ribosylation factor like GTPase 11 [Source:HGNC Symbol;Acc:HGNC:24046]"
1327,"Lingo3","ENSMUSG00000051067","1327.1.1","LINGO3","ENSG00000220008","leucine rich repeat and Ig domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21206]"
1328,"Trpm6","ENSMUSG00000024727","1328.1.1","TRPM6","ENSG00000119121","transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995]"
1329,"Foxf1","ENSMUSG00000042812","1329.1.1","FOXF1","ENSG00000103241","forkhead box F1 [Source:HGNC Symbol;Acc:HGNC:3809]"
1330,"Spata9","ENSMUSG00000021590","1330.1.1","SPATA9","ENSG00000145757","spermatogenesis associated 9 [Source:HGNC Symbol;Acc:HGNC:22988]"
1331,"Npy2r","ENSMUSG00000028004","1331.1.1","NPY2R","ENSG00000185149","neuropeptide Y receptor Y2 [Source:HGNC Symbol;Acc:HGNC:7957]"
1332,"Pdia5","ENSMUSG00000022844","1332.1.1","PDIA5","ENSG00000065485","protein disulfide isomerase family A member 5 [Source:HGNC Symbol;Acc:HGNC:24811]"
1333,"Cx3cl1","ENSMUSG00000031778","1333.1.1","CX3CL1","ENSG00000006210","C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]"
1334,"Ndst3","ENSMUSG00000027977","1334.1.1","NDST3","ENSG00000164100","N-deacetylase and N-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:7682]"
1335,"Prdm6","ENSMUSG00000069378","1335.1.1","PRDM6","ENSG00000061455","PR/SET domain 6 [Source:HGNC Symbol;Acc:HGNC:9350]"
1336,"Rrbp1","ENSMUSG00000027422","1336.1.1","RRBP1","ENSG00000125844","ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448]"
1337,"Gcnt4","ENSMUSG00000091387","1337.1.1","GCNT4","ENSG00000176928","glucosaminyl (N-acetyl) transferase 4 [Source:HGNC Symbol;Acc:HGNC:17973]"
1338,"Ncapg","ENSMUSG00000015880","1338.1.1","NCAPG","ENSG00000109805","non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]"
1339,"Ppp1r1a","ENSMUSG00000022490","1339.1.1","PPP1R1A","ENSG00000135447","protein phosphatase 1 regulatory inhibitor subunit 1A [Source:HGNC Symbol;Acc:HGNC:9286]"
1340,"Myf6","ENSMUSG00000035923","1340.1.1","MYF6","ENSG00000111046","myogenic factor 6 [Source:HGNC Symbol;Acc:HGNC:7566]"
1341,"Mdfi","ENSMUSG00000032717","1341.1.1","MDFI","ENSG00000112559","MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967]"
1342,"Lipe","ENSMUSG00000003123","1342.1.1","LIPE","ENSG00000079435","lipase E, hormone sensitive type [Source:HGNC Symbol;Acc:HGNC:6621]"
1343,"Cemip","ENSMUSG00000052353","1343.1.1","CEMIP","ENSG00000103888","cell migration inducing hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:29213]"
1344,"Dzip1l","ENSMUSG00000037784","1344.1.1","DZIP1L","ENSG00000158163","DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551]"
1345,"Abcc3","ENSMUSG00000020865","1345.1.1","ABCC3","ENSG00000108846","ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54]"
1346,"Tlr2","ENSMUSG00000027995","1346.1.1","TLR2","ENSG00000137462","toll like receptor 2 [Source:HGNC Symbol;Acc:HGNC:11848]"
1347,"Cdkn3","ENSMUSG00000037628","1347.1.1","CDKN3","ENSG00000100526","cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]"
1348,"Stab2","ENSMUSG00000035459","1348.1.1","STAB2","ENSG00000136011","stabilin 2 [Source:HGNC Symbol;Acc:HGNC:18629]"
1349,"Vwa3a","ENSMUSG00000030889","1349.1.1","VWA3A","ENSG00000175267","von Willebrand factor A domain containing 3A [Source:HGNC Symbol;Acc:HGNC:27088]"
1350,"Zfp618","ENSMUSG00000028358","1350.1.1","ZNF618","ENSG00000157657","zinc finger protein 618 [Source:HGNC Symbol;Acc:HGNC:29416]"
1351,"Gm31166","ENSMUSG00000109695","1351.1.1","N/A","N/A","N/A"
1352,"Tdrp","ENSMUSG00000050052","1352.1.1","TDRP","ENSG00000180190","testis development related protein [Source:HGNC Symbol;Acc:HGNC:26951]"
1353,"Serpinh1","ENSMUSG00000070436","1353.1.1","SERPINH1","ENSG00000149257","serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546]"
1354,"Cd83","ENSMUSG00000015396","1354.1.1","CD83","ENSG00000112149","CD83 molecule [Source:HGNC Symbol;Acc:HGNC:1703]"
1355,"Mafb","ENSMUSG00000074622","1355.1.1","MAFB","ENSG00000204103","MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]"
1356,"Col11a1","ENSMUSG00000027966","1356.1.1","COL11A1","ENSG00000060718","collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]"
1357,"Slc47a1","ENSMUSG00000010122","1357.1.1","SLC47A1","ENSG00000142494","solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]"
1358,"Prodh","ENSMUSG00000003526","1358.1.1","PRODH","ENSG00000100033","proline dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:9453]"
1359,"Plekhg2","ENSMUSG00000037552","1359.1.1","PLEKHG2","ENSG00000090924","pleckstrin homology and RhoGEF domain containing G2 [Source:HGNC Symbol;Acc:HGNC:29515]"
1360,"Frk","ENSMUSG00000019779","1360.1.1","FRK","ENSG00000111816","fyn related Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3955]"
1361,"Dnai2","ENSMUSG00000034706","1361.1.1","DNAI2","ENSG00000171595","dynein axonemal intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:18744]"
1362,"Myo16","ENSMUSG00000039057","1362.1.1","MYO16","ENSG00000041515","myosin XVI [Source:HGNC Symbol;Acc:HGNC:29822]"
1363,"Vdr","ENSMUSG00000022479","1363.1.1","VDR","ENSG00000111424","vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]"
1364,"Angptl2","ENSMUSG00000004105","1364.1.1","ANGPTL2","ENSG00000136859","angiopoietin like 2 [Source:HGNC Symbol;Acc:HGNC:490]"
1365,"Trnp1","ENSMUSG00000056596","1365.1.1","TRNP1","ENSG00000253368","TMF1 regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]"
1366,"Pnpla2","ENSMUSG00000025509","1366.1.1","PNPLA2","ENSG00000177666","patatin like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]"
1367,"D6Ertd527e","ENSMUSG00000090891","1367.1.1","N/A","N/A","N/A"
1368,"Frmd5","ENSMUSG00000027238","1368.1.1","FRMD5","ENSG00000171877","FERM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28214]"
1369,"Rubcnl","ENSMUSG00000034959","1369.1.1","RUBCNL","ENSG00000102445","rubicon like autophagy enhancer [Source:HGNC Symbol;Acc:HGNC:20420]"
1370,"Parpbp","ENSMUSG00000035365","1370.1.1","PARPBP","ENSG00000185480","PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074]"
1371,"Dab2","ENSMUSG00000022150","1371.1.1","DAB2","ENSG00000153071","DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]"
1372,"Eno2","ENSMUSG00000004267","1372.1.1","ENO2","ENSG00000111674","enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353]"
1373,"Sh3pxd2b","ENSMUSG00000040711","1373.1.1","SH3PXD2B","ENSG00000174705","SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242]"
1374,"Ppara","ENSMUSG00000022383","1374.1.1","PPARA","ENSG00000186951","peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232]"
1375,"Smtnl2","ENSMUSG00000045667","1375.1.1","SMTNL2","ENSG00000188176","smoothelin like 2 [Source:HGNC Symbol;Acc:HGNC:24764]"
1376,"Fsd2","ENSMUSG00000038663","1376.1.1","FSD2","ENSG00000186628","fibronectin type III and SPRY domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18024]"
1377,"Pkib","ENSMUSG00000019876","1377.1.1","PKIB","ENSG00000135549","cAMP-dependent protein kinase inhibitor beta [Source:HGNC Symbol;Acc:HGNC:9018]"
1378,"Ldhb","ENSMUSG00000030246","1378.1.1","LDHB","ENSG00000111716","lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]"
1379,"Psrc1","ENSMUSG00000068744","1379.1.1","PSRC1","ENSG00000134222","proline and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472]"
1380,"Odad1","ENSMUSG00000040189","1380.1.1","N/A","N/A","N/A"
1381,"Rgs1","ENSMUSG00000026358","1381.1.1","RGS1","ENSG00000090104","regulator of G protein signaling 1 [Source:HGNC Symbol;Acc:HGNC:9991]"
1382,"Myo5c","ENSMUSG00000033590","1382.1.1","MYO5C","ENSG00000128833","myosin VC [Source:HGNC Symbol;Acc:HGNC:7604]"
1383,"Dmrt2","ENSMUSG00000048138","1383.1.1","DMRT2","ENSG00000173253","doublesex and mab-3 related transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:2935]"
1384,"Tuba4a","ENSMUSG00000026202","1384.1.1","TUBA4A","ENSG00000127824","tubulin alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407]"
1385,"Spink2","ENSMUSG00000053030","1385.1.1","SPINK2","ENSG00000128040","serine peptidase inhibitor Kazal type 2 [Source:HGNC Symbol;Acc:HGNC:11245]"
1386,"Capn3","ENSMUSG00000079110","1386.1.1","CAPN3","ENSG00000092529","calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480]"
1387,"Kifc1","ENSMUSG00000079553","1387.1.1","KIFC1","ENSG00000237649","kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389]"
1388,"9330159F19Rik","ENSMUSG00000004360","1388.1.1","KIAA0408","ENSG00000189367","KIAA0408 [Source:HGNC Symbol;Acc:HGNC:21636]"
1389,"Adamts15","ENSMUSG00000033453","1389.1.1","ADAMTS15","ENSG00000166106","ADAM metallopeptidase with thrombospondin type 1 motif 15 [Source:HGNC Symbol;Acc:HGNC:16305]"
1390,"Coro6","ENSMUSG00000020836","1390.1.1","CORO6","ENSG00000167549","coronin 6 [Source:HGNC Symbol;Acc:HGNC:21356]"
1391,"Pdgfc","ENSMUSG00000028019","1391.1.1","PDGFC","ENSG00000145431","platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801]"
1392,"A530016L24Rik","ENSMUSG00000043122","1392.1.1","C14orf180","ENSG00000184601","chromosome 14 open reading frame 180 [Source:HGNC Symbol;Acc:HGNC:33795]"
1393,"Stil","ENSMUSG00000028718","1393.1.1","STIL","ENSG00000123473","STIL centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:10879]"
1394,"Shank1","ENSMUSG00000038738","1394.1.1","SHANK1","ENSG00000161681","SH3 and multiple ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:15474]"
1395,"Nfasc","ENSMUSG00000026442","1395.1.1","NFASC","ENSG00000163531","neurofascin [Source:HGNC Symbol;Acc:HGNC:29866]"
1396,"Lrrc23","ENSMUSG00000030125","1396.1.1","LRRC23","ENSG00000010626","leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]"
1397,"Prc1","ENSMUSG00000038943","1397.1.1","PRC1","ENSG00000198901","protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341]"
1398,"Atl2","ENSMUSG00000059811","1398.1.1","ATL2","ENSG00000119787","atlastin GTPase 2 [Source:HGNC Symbol;Acc:HGNC:24047]"
1399,"Acvr1c","ENSMUSG00000026834","1399.1.1","ACVR1C","ENSG00000123612","activin A receptor type 1C [Source:HGNC Symbol;Acc:HGNC:18123]"
1400,"Bend6","ENSMUSG00000042182","1400.1.1","BEND6","ENSG00000151917","BEN domain containing 6 [Source:HGNC Symbol;Acc:HGNC:20871]"
1401,"Fam83a","ENSMUSG00000051225","1401.1.1","FAM83A","ENSG00000147689","family with sequence similarity 83 member A [Source:HGNC Symbol;Acc:HGNC:28210]"
1402,"Bhlhe22","ENSMUSG00000025128","1402.1.1","BHLHE22","ENSG00000180828","basic helix-loop-helix family member e22 [Source:HGNC Symbol;Acc:HGNC:11963]"
1403,"Tubb2a","ENSMUSG00000058672","1403.1.1","TUBB2A","ENSG00000137267","tubulin beta 2A class IIa [Source:HGNC Symbol;Acc:HGNC:12412]"
1404,"Pif1","ENSMUSG00000041064","1404.1.1","PIF1","ENSG00000140451","PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220]"
